director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genre_1,genre_2,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,movie_facebook_likes,profit,return_on_investment
Andy Fickman,166,98,99,433,Billy Brown,12000,67128202,Action,Family,Dwayne Johnson,Race to Witch Mountain ,43328,14007,Tom Everett Scott,3,alien|military|mountain|spacecraft|ufo,110,USA,PG,65000000,2009,536,5.7,0,2128202,3.274156923076923
James McTeigue,525,132,160,443,Eddie Marsan,20000,70496802,Action,Thriller,Natalie Portman,V for Vendetta ,791783,22417,Rupert Graves,1,dystopia|freedom|government|revolution|terrorist,2042,USA,R,54000000,2005,979,8.2,48000,16496802,30.549633333333333
David Dobkin,165,114,71,55,Anna-Louise Plowman,154,60470220,Action,Comedy,Fann Wong,Shanghai Knights ,81444,428,Georgina Chapman,2,1880s|arrow|imperial seal|murder|revenge,192,USA,PG-13,50000000,2003,131,6.2,955,10470220,20.94044
Matthew O'Callaghan,87,78,5,1000,Frank Welker,8000,58336565,Adventure,Comedy,Will Ferrell,Curious George ,12845,11124,Alexander Gould,0,hat|monkey|museum|shrine|yellow,118,USA,G,50000000,2006,2000,6.6,624,8336565,16.67313
Angela Robinson,117,101,23,541,Thomas Lennon,660,66002004,Adventure,Family,Scoot McNairy,Herbie Fully Loaded ,36431,2177,Cheryl Hines,1,automobile racing|car|mechanic|nascar|street racing,168,USA,G,50000000,2005,651,4.7,1000,16002004,32.004008
Gary Fleder,113,113,39,477,Jennifer Esposito,1000,54997476,Crime,Mystery,Oliver Platt,Don't Say a Word ,40362,3341,Conrad Goode,0,mental institution|post traumatic stress|psychiatrist|vomiting|voyeur,248,USA,R,50000000,2001,912,6.3,970,4997476,9.994952
Tommy Wirkola,349,98,75,467,Derek Mears,10000,55682070,Action,Horror,Jeremy Renner,Hansel & Gretel: Witch Hunters ,159868,11946,Ingrid Bolsø Berdal,2,bounty hunter|brother sister team|death of loved one|hansel and gretel|supernatural power,304,Others,R,50000000,2013,520,6.1,45000,5682070,11.36414
Adrian Lyne,152,124,213,372,Erik Per Sullivan,838,52752475,Drama,NA,Olivier Martinez,Unfaithful ,63067,2583,Chad Lowe,0,erotic thriller|infidelity|marital infidelity|unfaithfulness|wife's lover murdered by husband,533,USA,R,50000000,2002,593,6.7,0,2752475,5.50495
D.J. Caruso,288,109,154,144,Emily Wickersham,15000,55092830,Action,Sci-Fi,Alex Pettyfer,I Am Number Four ,195043,15608,Reuben Langdon,1,based on young adult novel|good versus evil|guardian|human alien|ohio,329,USA,PG-13,60000000,2011,348,6.1,27000,-4907170,-8.178616666666667
Stephen Gaghan,358,128,79,414,Amr Waked,13000,50815288,Drama,NA,Matt Damon,Syriana ,109188,14747,Kayvan Novak,0,cia|hezbollah|lebanon|oil|prince,625,USA,R,50000000,2005,903,7,0,815288,1.6305759999999998
Michael Bay,204,144,0,681,James Badge Dale,769,52822418,Action,Thriller,Toby Stephens,13 Hours ,47764,3580,David Costabile,0,based on true story|cia agent|libya|mercenary|u.s. ambassador,219,USA,R,50000000,2016,726,7.4,44000,2822418,5.644836000000001
Jorge R. Gutiérrez,156,95,34,679,Hector Elizondo,17000,50150619,Adventure,Comedy,Channing Tatum,The Book of Life ,45580,19513,Ana de la Reguera,1,afterlife|bullfight|bullfighting|love triangle|mexico,102,USA,PG,50000000,2014,995,7.3,18000,150619,0.301238
Richard Loncraine,171,105,12,935,Harrison Ford,87000,48745150,Crime,NA,Jimmy Bennett,Firewall ,50170,101383,Mary Lynn Rajskub,1,architect|bank|cayman islands|meeting|murder,306,USA,PG-13,50000000,2006,11000,5.8,773,-1254850,-2.5097
Clint Eastwood,76,121,16000,826,Mark Margolis,16000,50007168,Action,Drama,Clint Eastwood,Absolute Power ,39529,19139,Scott Glenn,0,death|death of wife|murder|thief|violence,142,USA,R,50000000,1997,1000,6.7,1000,7168,0.014336000000000002
Ridley Scott,97,125,0,957,Demi Moore,10000,48154732,Action,War,Viggo Mortensen,G.I. Jane ,60326,15569,John Michael Higgins,1,feminism|hit in the crotch|kicked in the crotch|kicked in the testicles|navy,142,USA,R,50000000,1997,2000,5.8,2000,-1845268,-3.690536
David Fincher,157,129,21000,283,Armin Mueller-Stahl,495,48265581,Drama,Thriller,Deborah Kara Unger,The Game ,261069,1397,Charles Martinet,1,birthday|falling through a glass roof|game|hitchcockian|suicide,506,USA,R,50000000,1997,294,7.8,25000,-1734419,-3.468838
Christophe Gans,267,132,50,368,Deborah Kara Unger,992,46982632,Adventure,Mystery,Radha Mitchell,Silent Hill ,172792,1933,Alice Krige,0,gothic|police|police officer|silent hill|sleepwalking,1740,Others,R,50000000,2006,495,6.6,0,-3017368,-6.0347360000000005
Howard Deutch,118,118,41,585,Jon Favreau,18000,44737059,Comedy,NA,Keanu Reeves,The Replacements ,48322,24024,Faizon Love,1,coach|football player|misfits|strike|sumo wrestler,261,USA,PG-13,50000000,2000,4000,6.5,0,-5262941,-10.525882000000001
Jon Hurwitz,291,113,22,1000,Dania Ramirez,3000,56724080,Comedy,NA,Alyson Hannigan,American Reunion ,172112,8398,Natasha Lyonne,7,bikini|female female kiss|high school reunion|outdoor sex|upskirt,181,USA,R,50000000,2012,1000,6.7,39000,6724080,13.448160000000001
F. Gary Gray,68,140,473,294,Michael Cudlitz,18000,44484065,Action,Drama,Kevin Spacey,The Negotiator ,107227,20152,Siobhan Fallon Hogan,2,hostage|innocence|murder|negotiator|police,279,Others,R,50000000,1998,822,7.3,3000,-5515935,-11.031870000000001
Steven Quale,228,89,77,159,Alycia Debnam-Carey,490,47553512,Action,NA,Matt Walsh,Into the Storm ,54101,1367,Scott Lawrence,0,danger|graduation|storm|teenage boy|tornado,210,USA,PG-13,50000000,2014,298,5.8,15000,-2446488,-4.892976
John Landis,36,104,644,174,Jon Tenney,437,42610000,Action,Crime,Louis Lombardi,Beverly Hills Cop III ,60293,1093,Gilbert R. Hill,1,california|counterfeit|counterfeit money|money|theme park,114,USA,R,55000000,1994,289,5.5,669,-12390000,-22.527272727272727
Joe Dante,105,106,287,767,Robert Picardo,16000,41482207,Comedy,Horror,Christopher Lee,Gremlins 2: The New Batch ,68428,19610,Phoebe Cates,0,gremlin|horror host|hulk hogan|monster|skyscraper,148,USA,PG-13,50000000,1990,823,6.3,0,-8517793,-17.035586
David Dobkin,276,141,71,3000,Robert Duvall,21000,47105085,Crime,NA,Robert Downey Jr.,The Judge ,136973,30183,Leighton Meester,1,courtroom|dysfunctional family|indiana|lawyer|trial,275,USA,R,50000000,2014,3000,7.4,47000,-2894915,-5.78983
Mimi Leder,93,124,75,258,Holt McCallany,294,41256277,Action,NA,Armin Mueller-Stahl,The Peacemaker ,46451,1289,Marcel Iures,2,nuclear explosion|nuclear weapon|russia|train|train crash,156,USA,R,50000000,1997,273,5.9,0,-8743723,-17.487446000000002
Alexander Witt,191,98,38,706,Thomas Kretschmann,14000,50740078,Action,Sci-Fi,Milla Jovovich,Resident Evil: Apocalypse ,151580,16791,Mike Epps,1,cover up|monster|strong female character|strong female lead|zombie apocalypse,672,Others,R,45000000,2004,919,6.2,0,5740078,12.75572888888889
Beeban Kidron,143,108,17,186,Jim Broadbent,14000,40203020,Comedy,Romance,Colin Firth,Bridget Jones: The Edge of Reason ,74315,15634,Celia Imrie,1,american actress playing british character|intern|prison|six word title|thailand,259,Others,R,40000000,2004,1000,5.9,0,203020,0.5075500000000001
Carl Franklin,124,114,73,323,Sanaa Lathan,18000,40905277,Crime,Romance,Denzel Washington,Out of Time ,45895,19739,John Billingsley,3,cancer|florida|insurance|life insurance policy|small town,157,USA,R,50000000,2003,886,6.5,1000,-9094723,-18.189446
Steven Seagal,47,101,0,158,Joan Chen,854,38590500,Action,Thriller,Mike Starr,On Deadly Ground ,17997,1860,Sven-Ole Thorsen,1,environmental|murder|oil|oil spill|tribe,140,USA,R,50000000,1994,643,4.4,812,-11409500,-22.819
Robert Rodriguez,66,93,0,717,Kristin Davis,12000,39177541,Action,Family,Taylor Lautner,The Adventures of Sharkboy and Lavagirl 3-D ,20310,14899,Taylor Dooley,1,boy|bully|dream|dream sequence|planet,177,USA,PG,50000000,2005,722,3.5,0,-10822459,-21.644918
Danny Boyle,118,119,0,39,Virginie Ledoyen,29000,39778599,Adventure,Thriller,Leonardo DiCaprio,The Beach ,176169,29461,Peter Youngblood Hills,0,love|map|paradise|thailand|travel,548,USA,R,50000000,2000,414,6.6,0,-10221401,-20.442802
Garry Marshall,93,119,0,434,Felicity Huffman,627,37486138,Comedy,Romance,Amber Valletta,Raising Helen ,30890,2052,Spencer Breslin,1,fashion show|female protagonist|love|pastor|queens new york city,106,USA,PG-13,50000000,2004,508,6,718,-12513862,-25.027724000000003
James McTeigue,235,99,160,72,Ben Miles,330,38105077,Action,Thriller,Shô Kosugi,Ninja Assassin ,58349,701,Rain,0,critically bashed|kung fu|martial artist|martial arts|ninja,194,USA,R,40000000,2009,119,6.4,0,-1894923,-4.7373075
Sam Raimi,113,137,0,432,Kelly Preston,24000,35168395,Drama,Sport,J.K. Simmons,For Love of the Game ,26034,25469,Carmine Giovinazzo,0,baseball|baseball movie|detroit tigers|perfect game|pitcher,226,USA,PG-13,50000000,1999,743,6.5,0,-14831605,-29.66321
Andrew Bergman,51,117,31,210,Rumer Willis,2000,32800000,Comedy,Drama,Demi Moore,Striptease ,34896,3016,Paul Guilfoyle,1,bouncer|breasts|congressman|private dancer|stripper,118,USA,R,40000000,1996,472,4.3,877,-7200000,-18
Tom Dey,98,87,9,1000,Judy Greer,15000,33643461,Comedy,NA,Emma Stone,Marmaduke ,11257,20061,Steve Coogan,0,dog|great dane|rivalry|talking animal|talking cat,65,USA,PG,50000000,2010,2000,4.2,0,-16356539,-32.713078
Clint Eastwood,315,129,16000,447,Jay Mohr,13000,32741596,Drama,NA,Matt Damon,Hereafter ,80140,14344,Cécile De France,0,death|france|near death experience|tsunami|twin brother,323,USA,PG-13,50000000,2010,563,6.5,16000,-17258404,-34.516808
Barbet Schroeder,136,115,58,401,Chris Penn,33000,31874869,Crime,Thriller,Ryan Gosling,Murder by Numbers ,43574,34606,Agnes Bruckner,0,disposing of a dead body|high school student|murder|sociopath|teenage boy,302,USA,R,50000000,2002,455,6.1,0,-18125131,-36.250262
Richard Donner,61,132,503,282,Sylvester Stallone,45000,30306268,Action,Thriller,Muse Watson,Assassins ,62981,58528,Kelly Rowan,0,assassin|floppy disk|modem|rival|russian,84,Others,R,50000000,1995,13000,6.3,0,-19693732,-39.387464
Peter Webber,209,131,73,163,Stephen Walters,879,27667947,Crime,Thriller,Li Gong,Hannibal Rising ,86374,1344,Richard Brake,0,aunt|cannibalism|faked death|medical student|revenge,392,Others,R,50000000,2007,184,6.2,3000,-22332053,-44.664106
Rob Reiner,99,95,0,323,Tim Matheson,13000,27067160,Comedy,Romance,Bruce Willis,The Story of Us ,18404,14706,Rita Wilson,1,four word title|husband wife relationship|male rear nudity|marriage|summer camp,150,USA,R,50000000,1999,559,5.9,0,-22932840,-45.86568
Andrew Niccol,298,125,487,201,Chandler Canterbury,430,26616999,Action,Romance,J.D. Evermore,The Host ,92461,1300,Rachel Roberts,3,alien|alien creature|body snatching|desert|parasite,347,USA,PG-13,40000000,2013,329,5.9,43000,-13383001,-33.457502500000004
John McTiernan,131,98,323,511,Harry Connick Jr.,933,26536120,Action,Drama,Connie Nielsen,Basic ,49926,3357,Tim Daly,0,2000s|army|military crime|necklace yanked off|panama,286,Others,R,50000000,2003,631,6.5,0,-23463880,-46.92776
Clint Eastwood,146,110,16000,581,Anjelica Huston,16000,26199517,Action,Drama,Clint Eastwood,Blood Work ,34356,18635,Rick Hoffman,1,boat|heart transplant|murder|serial killer|sister,260,USA,R,50000000,2002,1000,6.4,705,-23800483,-47.600966
Tom Tykwer,245,118,670,294,Brían F. O'Byrne,6000,25450527,Action,Drama,Naomi Watts,The International ,80196,7654,Armin Mueller-Stahl,0,bank|chase|district attorney|interpol|murder,190,USA,R,50000000,2009,450,6.5,0,-24549473,-49.098946
John Carpenter,104,101,0,764,Valeria Golino,12000,25407250,Action,Sci-Fi,Steve Buscemi,Escape from L.A. ,54021,15935,Michelle Forbes,0,escape|island|los angeles california|machismo|president's daughter,227,USA,R,50000000,1996,898,5.7,0,-24592750,-49.1855
Brad Bird,162,90,663,521,Harry Connick Jr.,14000,23159305,Action,Animation,Vin Diesel,The Iron Giant ,128455,16358,M. Emmet Walsh,1,boy|friend|government agent|maine|robot,514,USA,PG,70000000,1999,631,8,0,-46840695,-66.91527857142857
Wes Anderson,259,119,0,639,Anjelica Huston,13000,24006726,Adventure,Drama,Bill Murray,The Life Aquatic with Steve Zissou ,139535,15757,Matthew Gray Gubler,8,expedition|oceanographer|sea|shark|team,632,USA,R,50000000,2004,1000,7.3,0,-25993274,-51.986548
Gary Ross,79,139,378,303,Donald Watkins,11000,20389967,Action,Drama,Matthew McConaughey,Free State of Jones ,3077,12786,Jessica Collins,1,american civil war|civil war|u.s. civil war,47,USA,R,50000000,2016,552,6.7,10000,-29610033,-59.220066
Alan Parker,141,130,317,256,Kate Winslet,18000,19593740,Crime,Thriller,Kevin Spacey,The Life of David Gale ,88270,32637,Matt Craven,0,activist|death|death row|murder|texas,420,USA,R,50000000,2003,14000,7.5,0,-30406260,-60.812520000000006
Stephen Herek,59,100,65,730,Vanessa Ferlito,1000,19118247,Action,NA,Christina Milian,Man of the House ,19829,6171,Kelli Garner,5,cheerleader|cheerleading movie|neo noir|neo western|texas ranger,94,USA,PG-13,40000000,2005,923,5.4,779,-20881753,-52.2043825
Jaume Collet-Serra,236,114,174,655,Common,14000,26442251,Action,Drama,Liam Neeson,Run All Night ,76010,16992,Bruce McGill,2,death|drug dealer|limousine|limousine driver|one night,205,USA,R,50000000,2015,988,6.6,15000,-23557749,-47.115498
David Cronenberg,356,96,0,509,Naomi Watts,10000,17114882,Crime,Thriller,Viggo Mortensen,Eastern Promises ,189249,17211,Raza Jaffrey,1,male pubic hair|pubic hair|russian|sex scene|turkish bath,398,USA,R,25000000,2007,6000,7.7,0,-7885118,-31.540472
John Stockwell,120,110,134,795,James Frain,23000,18472363,Action,Crime,Paul Walker,Into the Blue ,63599,25049,Ashley Scott,3,bahamas|blood splatter|cocaine|hairy chest|shark,208,USA,PG-13,50000000,2005,1000,5.8,0,-31527637,-63.055274
Luc Besson,111,158,0,15,David Bailie,51,14131298,Adventure,Drama,Paul Brooke,The Messenger: The Story of Joan of Arc ,55889,144,Rab Affleck,0,cathedral|dauphin|france|trial|wartime rape,390,Others,R,390000000,1999,40,6.4,0,-375868702,-96.37659025641025
David Gordon Green,208,102,234,11000,Zooey Deschanel,20000,21557240,Adventure,Fantasy,Natalie Portman,Your Highness ,85237,45202,James Franco,3,knight|prince|quest|rescue|thong bikini,274,USA,R,49900000,2011,11000,5.6,18000,-28342760,-56.79911823647294
Jim Sheridan,174,84,260,692,Gregory Smith,6000,21283440,Drama,Thriller,Naomi Watts,Dream House ,46239,8018,Sarah Gadon,0,closet|father daughter relationship|psychiatric hospital|real life sisters playing sisters|train,137,USA,PG-13,55000000,2011,694,6,0,-33716560,-61.30283636363636
Costa-Gavras,59,115,333,317,Blythe Danner,972,10556196,Crime,Thriller,Mia Kirshner,Mad City ,16562,2606,William Atherton,2,hostage|museum|natural history museum|news reporter|reporter,73,USA,PG-13,50000000,1997,713,6.2,697,-39443804,-78.887608
Patrick Read Johnson,22,99,32,479,Lara Flynn Boyle,1000,16671505,Adventure,Crime,Joe Mantegna,Baby's Day Out ,33186,2949,Cynthia Nixon,1,baby|baby boy|kidnapping|kidnapping a child|taxi,78,USA,PG,50000000,1994,619,5.9,0,-33328495,-66.65699000000001
Roland Joffé,34,135,596,2000,Robert Duvall,10000,10400000,Drama,NA,Gary Oldman,The Scarlet Letter ,12037,15820,Demi Moore,1,17th century|adultery|letter|pubic hair|swimming,90,USA,R,50000000,1995,3000,5.1,943,-39600000,-79.2
Doug Liman,214,108,218,405,Ty Burrell,6000,9528092,Biography,Thriller,Naomi Watts,Fair Game ,38513,10191,Brooke Smith,2,bush administration|cia|interview|iraq|new york times,127,USA,PG-13,22000000,2010,3000,6.8,9000,-12471908,-56.690490909090904
Tony Scott,186,127,12000,897,Mo'Nique,984,10137232,Action,Crime,Ian Ziering,Domino ,58015,5702,Edgar Ramírez,0,bounty hunter|fbi|female bounty hunter|female nudity|reality show,374,Others,R,50000000,2005,940,6,0,-39862768,-79.72553599999999
William Friedkin,50,107,607,602,Chazz Palminteri,2000,9795017,Crime,Thriller,Michael Biehn,Jade ,9227,5461,Linda Fiorentino,0,blackmail|investigation|murder|panties pulled down|prostitution,70,USA,R,50000000,1995,979,5.1,422,-40204983,-80.409966
Mark Neveldine,180,95,83,1000,Logan Lerman,18000,20488579,Action,Thriller,Gerard Butler,Gamer ,113483,29926,Alison Lohman,1,battle|convict|death|mind control|role playing,245,USA,R,50000000,2009,8000,5.8,0,-29511421,-59.022842
Richard LaGravenese,231,124,98,592,Zoey Deutch,1000,19445217,Drama,Romance,Alden Ehrenreich,Beautiful Creatures ,67796,3580,Pruitt Taylor Vince,7,dream|escape|magic|magic spell|small town,258,USA,PG-13,60000000,2013,852,6.2,14000,-40554783,-67.591305
Danny DeVito,105,109,0,809,Vincent Schiavelli,49000,8355815,Comedy,Drama,Robin Williams,Death to Smoochy ,34730,52885,Danny Woodburn,2,children|children's tv show|money|revenge|scandal,341,Others,R,55000000,2002,811,6.4,0,-46644185,-84.80760909090908
Ben Stiller,226,102,0,1000,Will Ferrell,14000,28837115,Comedy,NA,Milla Jovovich,Zoolander 2 ,34964,24107,Justin Theroux,4,chosen one|fashion|fashion model|model|retired,150,USA,PG-13,50000000,2016,8000,4.8,28000,-21162885,-42.32577
George Armitage,75,88,5,338,Andrew Wilson,11000,6471394,Comedy,NA,Morgan Freeman,The Big Bounce ,15880,11972,Willie Nelson,5,breasts|consensual sex|female nudity|judge|surfer,93,USA,PG-13,50000000,2004,387,4.9,288,-43528606,-87.05721199999999
Mike Nichols,82,87,0,591,Linda Fiorentino,2000,6291602,Comedy,NA,Judy Greer,What Planet Are You From? ,8070,3954,Garry Shandling,0,alien|baby|banker|pregnancy|question in title,91,USA,R,50000000,2000,602,5.6,255,-43708398,-87.41679599999999
Patrick Lussier,296,104,71,982,Billy Burke,12000,10706786,Action,Thriller,Nicolas Cage,Drive Angry ,81800,16481,Katy Mixon,1,baby|cult|oklahoma|sex scene|waitress,211,USA,R,50000000,2011,2000,5.5,15000,-39293214,-78.586428
Andrzej Bartkowiak,103,96,43,77,Robin Shou,841,8742261,Action,Drama,Chris Klein,Street Fighter: The Legend of Chun-Li ,19824,1385,Josie Ho,2,chun li|crime fighter|gangster|mobster|rescue,179,Others,PG-13,18000000,2009,342,3.7,0,-9257739,-51.43188333333333
James Wong,98,85,70,848,Jet Li,26000,43905746,Action,Thriller,Jason Statham,The One ,77684,32831,Delroy Lindo,1,fight|multiverse|police|police officer|prison,294,USA,PG-13,49000000,2001,5000,5.9,0,-5094254,-10.396436734693877
Renny Harlin,48,104,212,380,Gilbert Gottfried,879,21413502,Action,Comedy,Lauren Holly,The Adventures of Ford Fairlane ,14429,2795,David Patrick Kelly,5,detective|groupie|murder|music industry|rock n roll,113,USA,R,40000000,1990,560,6.3,2000,-18586498,-46.466245
Steven Soderbergh,223,190,0,215,Jacob Vargas,599,124107476,Crime,Thriller,Michael O'Neill,Traffic ,170684,1418,James Lew,0,cocaine|drug smuggling|interlinked stories|judge|mexico,867,USA,R,48000000,2000,399,7.6,0,76107476,158.55724166666667
Steven Spielberg,149,127,14000,440,Julian Glover,11000,197171806,Action,Fantasy,Harrison Ford,Indiana Jones and the Last Crusade ,515306,12884,Alison Doody,5,castle|diary|holy grail|map|nazi,477,USA,PG-13,48000000,1989,844,8.3,0,149171806,310.7745958333333
Neill Blomkamp,371,120,662,502,Sharlto Copley,20000,31569268,Action,Drama,Hugh Jackman,Chappie ,172965,23051,Jose Pablo Cantillo,0,artificial intelligence|consciousness|future|mind uploading|robot,627,USA,R,49000000,2015,2000,6.9,67000,-17430732,-35.5729224489796
Phillip Noyce,75,118,176,308,Angelina Jolie Pitt,18000,66488090,Crime,Mystery,Denzel Washington,The Bone Collector ,120202,29748,Leland Orser,2,new york city|police|quadriplegic|serial killer|suicide,397,USA,R,48000000,1999,11000,6.7,0,18488090,38.51685416666666
David Fincher,233,112,21000,237,Dwight Yoakam,17000,95308367,Crime,Thriller,Kristen Stewart,Panic Room ,206104,18141,Mel Rodriguez,0,brownstone|burglar|money|panic|panic room,850,USA,R,48000000,2002,324,6.8,0,47308367,98.55909791666667
